# This file was created using the write_tsDatFile function and used all the simulated data from sim_dta.rds found in repo:Hydra-self-testing
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  329
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 1 4 13.213109259329 0.212720515437525
  2 1 4 10.1287723148062 0.25363203301826
  1 2 4 12.8137716719572 0.222168779300385
  2 2 4 10.2365086405307 0.187773345626693
  1 3 4 13.0335990661248 0.394113240257454
  2 3 4 10.7231416095791 0.423618201694685
  1 4 4 12.5814158559298 0.310035034727007
  2 4 4 10.0475467997221 0.327069686277164
  1 5 4 12.4108342900613 0.378629084128514
  2 5 4 9.70570485173041 0.391316523019912
  1 6 4 11.4659059647417 0.494427832556011
  2 6 4 9.28117305552363 0.376280830351703
  1 7 4 12.2064271542169 0.759062286891916
  2 7 4 10.33967886356 0.665352569827422
  1 8 4 12.124680810496 0.383150869515862
  2 8 4 9.74133893720107 0.433685089735353
  1 9 4 12.6537093499433 0.48934963094834
  2 9 4 9.76965998723028 0.392371299771634
  1 10 4 12.5465253337758 0.382452035825211
  2 10 4 10.078970667636 0.333798529002863
  1 11 4 11.3311807214029 0.566792532611316
  2 11 4 9.92436558623653 0.868042030585988
  1 12 4 12.2020862896054 0.381518572031255
  2 12 4 10.2377069228213 0.445144789260538
  1 13 4 12.4362611886009 0.438380584739347
  2 13 4 10.2415396980349 0.947226139495183
  1 14 4 12.3618610194069 0.482345652338289
  2 14 4 10.0291575492163 0.377075764230608
  1 15 4 11.9282933603746 0.420835086749712
  2 15 4 10.1926022290867 0.614716212748607
  1 16 4 12.4606263550745 0.515165860253858
  2 16 4 9.35420315756299 0.704031323768783
  1 17 4 12.9354784113537 0.559532625975744
  2 17 4 9.47896029683109 0.319774204956139
  1 18 4 12.744594417218 0.479008946214672
  2 18 4 9.96975532905378 0.41351869139049
  1 19 4 11.5451680775366 0.429419179801904
  2 19 4 9.57143813066641 0.387615780132326
  1 20 4 11.8203906060585 0.477074256852948
  2 20 4 9.78187837871943 0.315868813200741
  1 21 4 11.7132065386365 0.410621521476155
  2 21 4 10.286059912993 0.630050999524052
  1 22 4 12.2443030494587 0.294672690077384
  2 22 4 9.00149974932128 0.335469505128288
  1 23 4 12.8064329530122 0.477447511398437
  2 23 4 9.78162271535412 0.407625761955908
  1 24 4 11.3292534155677 0.384568504019134
  2 24 4 8.7023050175328 0.43049173366256
  1 25 4 11.7729658603464 0.333261603198005
  2 25 4 10.0634480033594 0.843960441627036
  1 26 4 9.77388434547363 0.685474246042822
  2 26 4 8.91075386320515 0.429620783824035
  1 27 4 11.7209204513425 0.286882992344226
  2 27 4 9.07446491446456 0.81343687860715
  1 28 4 12.0218659835556 0.371822434434906
  2 28 4 10.1174617001451 0.53327636373572
  1 29 4 11.5961088993398 0.592639130460935
  2 29 4 9.84147398659739 0.590339711107796
  1 30 4 11.4940312475727 0.374062101432949
  2 30 4 8.40705058983682 0.701775131617819
  1 31 4 11.144111332429 0.304499664309564
  2 31 4 9.16030602825785 0.210828956182955
  1 32 4 11.1865625388583 0.233962995093855
  2 32 4 9.07400534661942 0.329779252894958
  1 33 4 10.5329093726136 0.270006842918168
  2 33 4 8.16023365568464 0.460124990024536
  1 34 4 11.5930988609953 0.350007507053818
  2 34 4 9.96799298807471 0.837656243552001
  1 35 4 11.1660519000891 0.34274593698132
  2 35 4 9.21689716834511 0.291986952078346
  1 36 4 11.9724848504482 0.261906583866089
  2 36 4 9.54199383871446 0.425399553458769
  1 37 4 10.9168102038663 0.417429035160016
  2 37 4 9.325276582887 0.287702894520317
  1 38 4 11.5361744990708 0.441211421515246
  2 38 4 9.51761598113305 0.866971810340233
  1 39 4 10.7963380253186 0.495234601454268
  2 39 4 9.10414087613535 0.556663444153977
  1 40 4 11.9122168601133 0.237858203733512
  2 40 4 9.18110484274145 0.295404104464232
  1 41 4 11.6447368634867 0.327346172729995
  2 41 4 10.9328797570851 0.994030515469621
  1 42 4 12.0192188816299 0.368315456462939
  2 42 4 8.99779044506708 0.461505384764764
  1 1 2 5.01183213088346 0.601375663623589
  2 1 2 3.34216065476344 0.565196579518992
  2 2 2 4.56061291236701 0.686052062200317
  2 3 2 3.6415343257114 0.378997614818957
  1 4 2 2.53155819863836 1
  2 4 2 4.22245356094653 0.459316778181236
  1 5 2 3.33609269134954 0.611089023955187
  2 5 2 3.96416021768432 0.780615956536472
  1 6 2 3.68687969316517 0.702037850017464
  2 6 2 3.76299694171661 0.461790555986525
  1 7 2 3.64980314598473 0.948289691951521
  2 7 2 2.95174194102925 0.685175011742778
  1 8 2 3.40806032175274 0.544380631361087
  2 8 2 3.82305198485638 0.424096495665332
  1 9 2 3.69913260596734 0.5393131982084
  2 9 2 4.0554649627587 0.454629127333952
  1 10 2 3.73423748274264 0.88095039530815
  2 10 2 4.3200104154283 0.419344308350161
  1 11 2 5.74383744701611 0.799987970388403
  2 11 2 4.89675756643384 0.839124360078806
  1 12 2 3.92953455761267 0.774991903603438
