# This file was created using the write_tsDatFile function and used all the simulated data from sim_dta.rds found in repo:Hydra-self-testing
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  329
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 1 4 545228.519508786 0.212720515437525
  2 1 4 463085.574960478 0.25363203301826
  1 2 4 19501.407608871 0.222168779300385
  2 2 4 21571.9832127974 0.187773345626693
  1 3 4 208759.080941584 0.394113240257454
  2 3 4 3746.25317174019 0.423618201694685
  1 4 4 264338.035358107 0.310035034727007
  2 4 4 6883.57231240986 0.327069686277164
  1 5 4 190768.990175806 0.378629084128514
  2 5 4 4135.61516730846 0.391316523019912
  1 6 4 22410.0618332459 0.494427832556011
  2 6 4 2128.36299769364 0.376280830351703
  1 7 4 120637.282031261 0.759062286891916
  2 7 4 2642.06177414405 0.665352569827422
  1 8 4 2593.4902288407 0.383150869515862
  2 8 4 447.051177081536 0.433685089735353
  1 9 4 30654.8917874344 0.48934963094834
  2 9 4 593.929298487303 0.392371299771634
  1 10 4 45479.2391965026 0.382452035825211
  2 10 4 1218.25310499349 0.333798529002863
  1 11 4 7691.56203732098 0.566792532611316
  2 11 4 144.364069258073 0.868042030585988
  1 12 4 17687.9393147327 0.381518572031255
  2 12 4 347.927502391322 0.445144789260538
  1 13 4 12744.097621759 0.438380584739347
  2 13 4 489.128134250232 0.947226139495183
  1 14 4 8687.9915254268 0.482345652338289
  2 14 4 169.598873516936 0.377075764230608
  1 15 4 4492.82558102881 0.420835086749712
  2 15 4 166.767182011561 0.614716212748607
  1 16 4 7921.31144426218 0.515165860253858
  2 16 4 77.8250393721626 0.704031323768783
  1 17 4 13464.9438483884 0.559532625975744
  2 17 4 106.835360486819 0.319774204956139
  1 18 4 1469.6634350053 0.479008946214672
  2 18 4 28.7191352429986 0.41351869139049
  1 19 4 3091.11923439402 0.429419179801904
  2 19 4 40.2582496678642 0.387615780132326
  1 20 4 4095.85885453197 0.477074256852948
  2 20 4 58.6519004025207 0.315868813200741
  1 21 4 9609.69371291203 0.410621521476155
  2 21 4 395.125928168098 0.630050999524052
  1 22 4 17760.2438763098 0.294672690077384
  2 22 4 252.125319613762 0.335469505128288
  1 23 4 11800.3043043364 0.477447511398437
  2 23 4 205.160361552102 0.407625761955908
  1 24 4 12511.0272900093 0.384568504019134
  2 24 4 176.631214500327 0.43049173366256
  1 25 4 2954.11075670997 0.333261603198005
  2 25 4 143.483419339716 0.843960441627036
  1 26 4 2525.73407647151 0.685474246042822
  2 26 4 85.7937856499468 0.429620783824035
  1 27 4 6691.54324785226 0.286882992344226
  2 27 4 47.8490650431885 0.81343687860715
  1 28 4 8596.57399948332 0.371822434434906
  2 28 4 166.983145882862 0.53327636373572
  1 29 4 17336.619509156 0.592639130460935
  2 29 4 481.127317068303 0.590339711107796
  1 30 4 38452.409331661 0.374062101432949
  2 30 4 349.725171283631 0.701775131617819
  1 31 4 14932.2846238168 0.304499664309564
  2 31 4 313.477296592713 0.210828956182955
  1 32 4 30652.9106677471 0.233962995093855
  2 32 4 1091.41251564699 0.329779252894958
  1 33 4 13306.0317564035 0.270006842918168
  2 33 4 341.657959708591 0.460124990024536
  1 34 4 14874.4428846483 0.350007507053818
  2 34 4 180.0009316412 0.837656243552001
  1 35 4 6836.74746499415 0.34274593698132
  2 35 4 227.651697621278 0.291986952078346
  1 36 4 13586.9827916155 0.261906583866089
  2 36 4 364.952698402688 0.425399553458769
  1 37 4 149084.303838984 0.417429035160016
  2 37 4 890.950641928473 0.287702894520317
  1 38 4 41444.1358720087 0.441211421515246
  2 38 4 1130.06205223281 0.866971810340233
  1 39 4 17568.250809906 0.495234601454268
  2 39 4 1188.48809842296 0.556663444153977
  1 40 4 15996.3134626051 0.237858203733512
  2 40 4 310.81719857335 0.295404104464232
  1 41 4 5741.32747112431 0.327346172729995
  2 41 4 108.276762442987 0.994030515469621
  1 42 4 917.919994826597 0.368315456462939
  2 42 4 65.8597473689249 0.461505384764764
  1 1 2 2.83301351277314e-264 0.601375663623589
  2 1 2 5.10407217765264e-264 0.565196579518992
  2 2 2 1.40694168534296e-209 0.686052062200317
  2 3 2 3.00733628968443e-187 0.378997614818957
  1 4 2 1.83610464568334e-191 1
  2 4 2 5.71906602263388e-193 0.459316778181236
  1 5 2 6.01030358902862e-195 0.611089023955187
  2 5 2 1.02313289155254e-195 0.780615956536472
  1 6 2 3.09443186784957e-198 0.702037850017464
  2 6 2 1.51799001174979e-199 0.461790555986525
  1 7 2 5.8515560157126e-201 0.948289691951521
  2 7 2 9.42821962359312e-202 0.685175011742778
  1 8 2 4.00971229319216e-203 0.544380631361087
  2 8 2 3.38693736065975e-204 0.424096495665332
  1 9 2 1.5385631491572e-204 0.5393131982084
  2 9 2 1.26600931650388e-205 0.454629127333952
  1 10 2 3.70442882978171e-206 0.88095039530815
  2 10 2 7.31936189618276e-207 0.419344308350161
  1 11 2 1.0794568989825e-207 0.799987970388403
  2 11 2 8.78183552149303e-209 0.839124360078806
  1 12 2 5.86796200491112e-202 0.774991903603438
  2 12 2 5.11740879314089e-204 0.424721667998453
  1 13 2 3.73519558944133e-206 0.863215133786584
  2 13 2 1.16173567804479e-207 0.387073469025502
  1 14 2 1.0435220843014e-207 0.704083892007286
  2 14 2 1.18017293004586e-208 0.312793018147624
  1 15 2 2.02038114029805e-201 0.457459057188701
  2 15 2 9.83640161558865e-204 0.459652287866146
  1 16 2 5.16954185245525e-187 0.853197309912465
  2 16 2 1.06782427352644e-189 0.628928805514438
  1 17 2 3.08518780626388e-200 0.61116783920211
  2 17 2 1.27803175589359e-201 0.3895964128798
  1 18 2 4.91750884407856e-205 0.416775375911518
  2 18 2 6.40665121214916e-206 0.495180348393774
  1 19 2 1.66891147012643e-185 0.69077510766454
  2 19 2 6.23446159494587e-188 0.347120352110889
  1 20 2 1.59664695454989e-190 0.793751288508348
  2 20 2 6.16669775529391e-192 0.526946514998015
  1 21 2 6.93694063094745e-193 0.339376634127756
  2 21 2 1.48007880621349e-194 0.609998621037514
  1 22 2 5.81552123080789e-195 0.601950919776798
  2 22 2 4.80687500410798e-196 0.389299707202565
  1 23 2 1.61976986838975e-196 0.658556209578282
  2 23 2 7.75743165305812e-198 0.288585466763824
  1 24 2 3.66389025330644e-197 0.637453135075156
  2 24 2 2.87785578337312e-199 0.480513100150493
  1 25 2 7.95253557885541e-202 0.510473149998029
  2 25 2 1.16198374056768e-202 0.338488147626423
  1 26 2 4.18096132794413e-191 0.548437091427541
  2 26 2 2.1646666191528e-193 0.345955330423839
  1 27 2 2.83414905185823e-178 0.492912195981742
  2 27 2 6.08460207711095e-180 0.33164245084141
  1 28 2 1.6669518300404e-180 0.747597319880804
  2 28 2 7.717900817919e-183 0.447853531697379
  1 29 2 3.55542287432567e-184 0.451616070879294
  2 29 2 4.5654483919635e-185 0.305275882623724
  1 30 2 4.74438995802745e-185 0.797269558848634
  2 30 2 1.75723871011698e-186 0.605264936420634
  1 31 2 2.31796631678426e-186 0.666772556553203
  2 31 2 3.72662495007594e-188 0.359836468902791
  1 32 2 4.59903739988522e-189 0.96787270074405
  2 32 2 5.33725343226615e-190 0.422601396160012
  1 33 2 8.32039038510008e-191 0.404694020855087
  2 33 2 8.83810489248545e-192 0.465820030674526
  1 34 2 5.94197950262447e-193 0.814873375751391
  2 34 2 4.65842747645774e-194 0.505954372112585
  1 35 2 2.90942435741558e-195 0.533219898766676
