"","n_sim","fleet","area","year","species","obs_value","cv","pred_value","res","nll"
"305","2",2,1,11,"Atlantic_mackerel",3091.79,0.05,3268.5,-0.0555815,6.57757
"306","2",2,1,12,"Atlantic_mackerel",569.593,0.05,521.409,0.088388,5.83061
"307","2",2,1,13,"Atlantic_mackerel",2437.46,0.05,2166.93,0.117647,8.49007
"308","2",2,1,14,"Atlantic_mackerel",1367.88,0.05,1346.75,0.0155734,5.19273
"309","2",2,1,15,"Atlantic_mackerel",966.463,0.05,837.439,0.143295,8.90352
"310","2",2,1,16,"Atlantic_mackerel",1025.72,0.05,1080.2,-0.0517483,5.39194
"311","2",2,1,17,"Atlantic_mackerel",13421.2,0.05,9691.68,0.32557,28.6269
"312","2",2,1,18,"Atlantic_mackerel",988.708,0.05,988.645,6.40537e-05,4.81961
"313","2",2,1,19,"Atlantic_mackerel",876.914,0.05,843.681,0.0386348,4.99815
"314","2",2,1,20,"Atlantic_mackerel",724.725,0.05,673.747,0.0729376,5.57298
"315","2",2,1,21,"Atlantic_mackerel",513.724,0.05,576.16,-0.114699,6.79607
"316","2",2,1,22,"Atlantic_mackerel",2041.55,0.05,1824.93,0.112169,8.06103
"317","2",2,1,23,"Atlantic_mackerel",910.752,0.05,851.163,0.0676663,5.65322
"318","2",2,1,24,"Atlantic_mackerel",292.656,0.05,372.481,-0.241189,15.2366
"319","2",2,1,25,"Atlantic_mackerel",996.234,0.05,1065.95,-0.0676395,5.74221
"320","2",2,1,26,"Atlantic_mackerel",2011.93,0.05,2013.75,-0.000906417,5.53022
"321","2",2,1,27,"Atlantic_mackerel",2217.01,0.05,2041.93,0.0822641,6.9806
"322","2",2,1,28,"Atlantic_mackerel",657.937,0.05,654.158,0.00576123,4.41895
"323","2",2,1,29,"Atlantic_mackerel",1601.22,0.05,1674.71,-0.0448701,5.70439
"324","2",2,1,30,"Atlantic_mackerel",2052.95,0.05,2011.42,0.0204409,5.63381
"325","2",2,1,31,"Atlantic_mackerel",1564.03,0.05,1555.44,0.00551076,5.2843
"326","2",2,1,32,"Atlantic_mackerel",651.987,0.05,622.842,0.0457321,4.82152
"327","2",2,1,33,"Atlantic_mackerel",173.395,0.05,187.103,-0.0760899,4.23671
"328","2",2,1,34,"Atlantic_mackerel",132.299,0.05,134.51,-0.0165733,2.86321
"329","2",2,1,35,"Atlantic_mackerel",138.4,0.05,143.688,-0.0374923,3.13449
"330","2",2,1,36,"Atlantic_mackerel",2117.35,0.05,2151.86,-0.0161654,5.63339
"331","2",2,1,37,"Atlantic_mackerel",2184.94,0.05,2064.31,0.0567906,6.25758
"332","2",2,1,38,"Atlantic_mackerel",1061.58,0.05,1185.42,-0.110332,7.32535
"333","2",2,1,39,"Atlantic_mackerel",1055.37,0.05,1037.97,0.0166215,4.94011
"334","2",2,1,40,"Atlantic_mackerel",1475.89,0.05,1494.67,-0.0126424,5.25219
"335","2",2,1,41,"Atlantic_mackerel",17791.5,0.05,15445.8,0.141385,11.7076
"336","2",2,1,42,"Atlantic_mackerel",18836.4,0.05,16916,0.107533,10.0794
"337","3",1,1,1,"Atlantic_cod",17791.5,0.05,16528.1,0.073659,8.79481
"338","3",1,1,2,"Atlantic_cod",18836.4,0.05,16919.7,0.107309,10.0698
"339","3",1,1,3,"Atlantic_cod",22062.2,0.05,20447.5,0.0760035,9.08014
"340","3",1,1,4,"Atlantic_cod",19562.9,0.05,19235,0.0169054,7.86175
"341","3",1,1,5,"Atlantic_cod",29134.2,0.05,28220.2,0.0318763,8.4061
"342","3",1,1,6,"Atlantic_cod",21516,0.05,20122.3,0.0669664,8.79666
"343","3",1,1,7,"Atlantic_cod",15013,0.05,14292.1,0.0492124,8.02425
"344","3",1,1,8,"Atlantic_cod",16960.2,0.05,13628,0.218741,17.2313
"345","3",1,1,9,"Atlantic_cod",15004.9,0.05,13553.7,0.101718,9.60867
"346","3",1,1,10,"Atlantic_cod",18171.6,0.05,17062.4,0.0629851,8.52425
"347","3",1,1,11,"Atlantic_cod",19922.5,0.05,16171,0.208632,16.5283
"348","3",1,1,12,"Atlantic_cod",16950.1,0.05,15054.9,0.118567,10.4728
"349","3",1,1,13,"Atlantic_cod",19148,0.05,14381.6,0.286248,24.1707
"350","3",1,1,14,"Atlantic_cod",16185,0.05,11749,0.320315,28.1354
"351","3",1,1,15,"Atlantic_cod",12772.7,0.05,8606.32,0.394811,38.5534
"352","3",1,1,16,"Atlantic_cod",7632.25,0.05,3834.46,0.688355,101.63
"353","3",1,1,17,"Atlantic_cod",6914.28,0.05,6061.69,0.1316,10.2283
"354","3",1,1,18,"Atlantic_cod",5138.99,0.05,4565.36,0.118359,9.26959
"355","3",1,1,19,"Atlantic_cod",4214.58,0.05,2644.99,0.465881,49.6786
"356","3",1,1,20,"Atlantic_cod",5046.5,0.05,4096.85,0.208477,15.1422
"357","3",1,1,21,"Atlantic_cod",4646.6,0.05,3986.11,0.153318,11.0684
"358","3",1,1,22,"Atlantic_cod",4982.2,0.05,4021.42,0.214236,15.6163
"359","3",1,1,23,"Atlantic_cod",4803.03,0.05,3577.63,0.294545,23.7516
"360","3",1,1,24,"Atlantic_cod",6150.26,0.05,4965.21,0.214038,15.8099
"361","3",1,1,25,"Atlantic_cod",5183.55,0.05,3430.77,0.412706,40.5417
"362","3",1,1,26,"Atlantic_cod",5392.25,0.05,4244.01,0.239454,17.9836
"363","3",1,1,27,"Atlantic_cod",2445.91,0.05,1886.79,0.259538,19.1974
"364","3",1,1,28,"Atlantic_cod",1898.7,0.05,1708.04,0.105824,7.71188
"365","3",1,1,29,"Atlantic_cod",2382.88,0.05,2124.22,0.114909,8.34008
"366","3",1,1,30,"Atlantic_cod",3788.8,0.05,3535.99,0.0690571,7.11679
"367","3",1,1,31,"Atlantic_cod",4704.29,0.05,4458.09,0.0537547,6.95735
"368","3",1,1,32,"Atlantic_cod",3660.56,0.05,3412.67,0.0701207,7.11196
"369","3",1,1,33,"Atlantic_cod",2128.61,0.05,1945.16,0.0901267,7.211
"370","3",1,1,34,"Atlantic_cod",1830.86,0.05,1511.07,0.191968,12.8061
"371","3",1,1,35,"Atlantic_cod",1247.26,0.05,1086.06,0.138396,8.88259
"372","3",1,1,36,"Atlantic_cod",692.353,0.05,690.191,0.00312789,4.46526
"373","3",1,1,37,"Atlantic_cod",1066.45,0.05,1082.09,-0.0145579,4.93768
"374","3",1,1,38,"Atlantic_cod",1011.64,0.05,1011.01,0.000619439,4.84261
"375","3",1,1,39,"Atlantic_cod",910.069,0.05,930.602,-0.0223122,4.83629
"376","3",1,1,40,"Atlantic_cod",641.029,0.05,642.89,-0.0028987,4.38796
"377","3",1,1,41,"Atlantic_cod",591.104,0.05,467.47,0.234656,15.3179
"378","3",1,1,42,"Atlantic_cod",370.968,0.05,355.664,0.0421302,4.19431
"379","3",1,1,1,"Spiny_dogfish",5881.22,0.05,6328.97,-0.0733736,7.67946
"380","3",1,1,2,"Spiny_dogfish",4587.9,0.05,4845.14,-0.0545546,6.94962
"381","3",1,1,3,"Spiny_dogfish",6821.75,0.05,7007.37,-0.0268464,6.89522
"382","3",1,1,4,"Spiny_dogfish",6655.88,0.05,6676.46,-0.00308666,6.72837
"383","3",1,1,5,"Spiny_dogfish",8136.65,0.05,8217.66,-0.00990724,6.94697
"384","3",1,1,6,"Spiny_dogfish",8121.37,0.05,8069.83,0.00636625,6.93357
"385","3",1,1,7,"Spiny_dogfish",6061.69,0.05,5808.49,0.0426676,6.99706
"386","3",1,1,8,"Spiny_dogfish",5758.84,0.05,4417.93,0.265064,20.6335
"387","3",1,1,9,"Spiny_dogfish",6369.7,0.05,6284.02,0.0135428,6.71919
"388","3",1,1,10,"Spiny_dogfish",6848.71,0.05,6772.45,0.0111968,6.78009
"389","3",1,1,11,"Spiny_dogfish",7932.15,0.05,7236.65,0.0917658,8.58608
"390","3",1,1,12,"Spiny_dogfish",10224.5,0.05,8894.28,0.139377,11.0409
"391","3",1,1,13,"Spiny_dogfish",12244.4,0.05,8823.42,0.32766,28.8082
"392","3",1,1,14,"Spiny_dogfish",13697.1,0.05,10614.5,0.254962,20.4492
"393","3",1,1,15,"Spiny_dogfish",7699.78,0.05,4897.83,0.452399,47.8052
"394","3",1,1,16,"Spiny_dogfish",5666.09,0.05,4111.09,0.320813,27.1496
"395","3",1,1,17,"Spiny_dogfish",14390.5,0.05,12395,0.149276,11.9542
"396","3",1,1,18,"Spiny_dogfish",5141.14,0.05,3374.35,0.421073,41.9287
"397","3",1,1,19,"Spiny_dogfish",5947.48,0.05,3488.59,0.533471,63.5321
"398","3",1,1,20,"Spiny_dogfish",10489.8,0.05,8317.54,0.232037,17.9496
"399","3",1,1,21,"Spiny_dogfish",4854.2,0.05,3765.37,0.253998,19.3138
"400","3",1,1,22,"Spiny_dogfish",4801.89,0.05,4143.8,0.147395,10.745
"401","3",1,1,23,"Spiny_dogfish",7720.74,0.05,6141.78,0.228796,17.3444
"402","3",1,1,24,"Spiny_dogfish",7524.71,0.05,5799.55,0.260412,20.4121
"403","3",1,1,25,"Spiny_dogfish",6109.79,0.05,4146.76,0.387565,36.6822
"404","3",1,1,26,"Spiny_dogfish",4996.71,0.05,4288.17,0.15292,11.1166
"405","3",1,1,27,"Spiny_dogfish",3380.97,0.05,2674.16,0.23453,17.05
"406","3",1,1,28,"Spiny_dogfish",1891.76,0.05,1740.33,0.0834344,6.86073
"407","3",1,1,29,"Spiny_dogfish",5371.72,0.05,4849.43,0.102287,8.60464
"408","3",1,1,30,"Spiny_dogfish",3400.27,0.05,3332.94,0.0200012,6.13483
"409","3",1,1,31,"Spiny_dogfish",2118.74,0.05,1945.06,0.0855288,7.04482
"410","3",1,1,32,"Spiny_dogfish",3902.04,0.05,3819.32,0.0214256,6.28427
"411","3",1,1,33,"Spiny_dogfish",2854.52,0.05,2544.21,0.115084,8.52871
"412","3",1,1,34,"Spiny_dogfish",3449.88,0.05,2996.92,0.140757,10.0318
"413","3",1,1,35,"Spiny_dogfish",3892.75,0.05,3437.7,0.124314,9.28089
"414","3",1,1,36,"Spiny_dogfish",2997.23,0.05,2637.97,0.127676,9.18889
"415","3",1,1,37,"Spiny_dogfish",5098.22,0.05,4716.81,0.0777581,7.66912
"416","3",1,1,38,"Spiny_dogfish",4632.29,0.05,4391.72,0.0533304,6.93284
"417","3",1,1,39,"Spiny_dogfish",5589.53,0.05,4801.34,0.152,11.1726
"418","3",1,1,40,"Spiny_dogfish",4111.71,0.05,3089.8,0.285732,22.5733
"419","3",1,1,41,"Spiny_dogfish",3325.09,0.05,3053.38,0.0852476,7.48589
"420","3",1,1,42,"Spiny_dogfish",2254.76,0.05,1944.81,0.14788,10.0177
"421","3",2,1,1,"Atlantic_herring",1457.03,0.05,1458.58,-0.0010667,5.20759
"422","3",2,1,2,"Atlantic_herring",763.445,0.05,761.154,0.00300478,4.56285
"423","3",2,1,3,"Atlantic_herring",1364.82,0.05,1384.95,-0.0146382,5.18484
"424","3",2,1,4,"Atlantic_herring",866.154,0.05,847.174,0.0221565,4.78545
"425","3",2,1,5,"Atlantic_herring",1251.09,0.05,1235.71,0.0123713,5.08559
"426","3",2,1,6,"Atlantic_herring",1138.64,0.05,1140.09,-0.00127156,4.96112
"427","3",2,1,7,"Atlantic_herring",738.037,0.05,739.202,-0.00157672,4.5277
"428","3",2,1,8,"Atlantic_herring",929.376,0.05,861.013,0.0764039,5.92523
"429","3",2,1,9,"Atlantic_herring",891.618,0.05,876.923,0.0166185,4.77148
"430","3",2,1,10,"Atlantic_herring",838.845,0.05,818.798,0.0241889,4.77225
"431","3",2,1,11,"Atlantic_herring",1068.28,0.05,1034.7,0.0319344,5.10097
"432","3",2,1,12,"Atlantic_herring",994.422,0.05,1018.63,-0.0240482,4.94103
"433","3",2,1,13,"Atlantic_herring",3250.61,0.05,3528.21,-0.0819487,7.35292
"434","3",2,1,14,"Atlantic_herring",1598.45,0.05,1494.43,0.0672844,6.20543
"435","3",2,1,15,"Atlantic_herring",1106.84,0.05,1197.72,-0.0789098,6.17782
"436","3",2,1,16,"Atlantic_herring",2312.15,0.05,1963,0.163702,11.0288
"437","3",2,1,17,"Atlantic_herring",2051.04,0.05,2170,-0.0563791,6.18503
"438","3",2,1,18,"Atlantic_herring",32.3418,0.05,30.9658,0.043476,1.7776
"439","3",2,1,19,"Atlantic_herring",3175.98,0.05,2753.01,0.142925,10.0721
"440","3",2,1,20,"Atlantic_herring",5379.22,0.05,5026.21,0.0678769,7.43496
"441","3",2,1,21,"Atlantic_herring",11775.9,0.05,8890.46,0.281077,23.0979
"442","3",2,1,22,"Atlantic_herring",13410.3,0.05,12531.8,0.0677522,8.34506
"443","3",2,1,23,"Atlantic_herring",9276.45,0.05,7268.47,0.243932,18.9591
"444","3",2,1,24,"Atlantic_herring",17737.7,0.05,11853.6,0.40306,40.1981
"445","3",2,1,25,"Atlantic_herring",8389.15,0.05,5142.21,0.489456,54.8713
"446","3",2,1,26,"Atlantic_herring",11527,0.05,9571.77,0.185871,14.1853
"447","3",2,1,27,"Atlantic_herring",10244.6,0.05,6616.45,0.437196,45.3857
"448","3",2,1,28,"Atlantic_herring",8668.61,0.05,8259.12,0.0483908,7.45901
"449","3",2,1,29,"Atlantic_herring",9370.82,0.05,7650.38,0.202846,15.2978
"450","3",2,1,30,"Atlantic_herring",7562.7,0.05,6280.25,0.185819,13.7599
"451","3",2,1,31,"Atlantic_herring",7773.69,0.05,6777.95,0.13707,10.6394
"452","3",2,1,32,"Atlantic_herring",16599,0.05,17177.4,-0.0342518,7.87494
"453","3",2,1,33,"Atlantic_herring",9067.13,0.05,6738.3,0.296848,24.6594
"454","3",2,1,34,"Atlantic_herring",16901.9,0.05,13813.4,0.201788,15.8021
"455","3",2,1,35,"Atlantic_herring",17426,0.05,13116,0.284129,23.8348
"456","3",2,1,36,"Atlantic_herring",17986.7,0.05,14259.8,0.232189,18.5029
"457","3",2,1,37,"Atlantic_herring",17959,0.05,15642.8,0.138077,11.5321
"458","3",2,1,38,"Atlantic_herring",16928.3,0.05,14738.2,0.138541,11.4987
"459","3",2,1,39,"Atlantic_herring",9350.65,0.05,8804.27,0.0602093,7.79144
"460","3",2,1,40,"Atlantic_herring",6439.77,0.05,4917.91,0.269608,21.2311
"461","3",2,1,41,"Atlantic_herring",5084.52,0.05,4902.98,0.0363572,6.72153
"462","3",2,1,42,"Atlantic_herring",1328.14,0.05,1480.79,-0.108799,7.48219
"463","3",2,1,1,"Atlantic_mackerel",449.331,0.05,451.088,-0.00390193,4.03401
"464","3",2,1,2,"Atlantic_mackerel",272.567,0.05,273.494,-0.00339712,3.5334
"465","3",2,1,3,"Atlantic_mackerel",350.352,0.05,343.96,0.0184127,3.84995
"466","3",2,1,4,"Atlantic_mackerel",399.303,0.05,407.428,-0.0201449,3.99409
"467","3",2,1,5,"Atlantic_mackerel",2806.11,0.05,2833.73,-0.00979531,5.88195
"468","3",2,1,6,"Atlantic_mackerel",3527.39,0.05,3493.24,0.00972806,6.11045
"469","3",2,1,7,"Atlantic_mackerel",2579.88,0.05,2563.15,0.00650599,5.78717
"470","3",2,1,8,"Atlantic_mackerel",2323.01,0.05,2212.69,0.0486548,6.14728
"471","3",2,1,9,"Atlantic_mackerel",3127.85,0.05,3104.55,0.00747572,5.98248
"472","3",2,1,10,"Atlantic_mackerel",2370.27,0.05,2422.48,-0.0217857,5.78889
"473","3",2,1,11,"Atlantic_mackerel",3091.7,0.05,3204.93,-0.0359701,6.21845
"474","3",2,1,12,"Atlantic_mackerel",569.54,0.05,545.934,0.0423318,4.62643
"475","3",2,1,13,"Atlantic_mackerel",2437.53,0.05,2074.76,0.16114,10.9152
"476","3",2,1,14,"Atlantic_mackerel",1367.95,0.05,1349.91,0.0132748,5.17952
"477","3",2,1,15,"Atlantic_mackerel",966.488,0.05,839.297,0.141104,8.77897
"478","3",2,1,16,"Atlantic_mackerel",1025.72,0.05,1054.46,-0.0276277,5.00902
"479","3",2,1,17,"Atlantic_mackerel",13421.1,0.05,9851.64,0.309192,26.5477
"480","3",2,1,18,"Atlantic_mackerel",988.645,0.05,994.411,-0.00581486,4.8263
"481","3",2,1,19,"Atlantic_mackerel",877.058,0.05,852.481,0.0284222,4.86134
"482","3",2,1,20,"Atlantic_mackerel",724.701,0.05,656.407,0.0989774,6.46827
"483","3",2,1,21,"Atlantic_mackerel",513.8,0.05,601.211,-0.157113,9.10191
"484","3",2,1,22,"Atlantic_mackerel",2041.54,0.05,1769.11,0.14323,9.64762
"485","3",2,1,23,"Atlantic_mackerel",910.803,0.05,904.51,0.00693239,4.74714
"486","3",2,1,24,"Atlantic_mackerel",292.734,0.05,357.602,-0.200156,11.6149
"487","3",2,1,25,"Atlantic_mackerel",996.197,0.05,1052.3,-0.0547908,5.42756
"488","3",2,1,26,"Atlantic_mackerel",2011.97,0.05,2025.56,-0.00673069,5.53914
"489","3",2,1,27,"Atlantic_mackerel",2216.96,0.05,2074.16,0.0665821,6.51374
"490","3",2,1,28,"Atlantic_mackerel",657.859,0.05,656.782,0.00163902,4.41273
"491","3",2,1,29,"Atlantic_mackerel",1601.34,0.05,1674.38,-0.0446012,5.69965
"492","3",2,1,30,"Atlantic_mackerel",2052.98,0.05,1960.54,0.0460754,5.97484
"493","3",2,1,31,"Atlantic_mackerel",1563.96,0.05,1541.05,0.0147559,5.32173
"494","3",2,1,32,"Atlantic_mackerel",652.003,0.05,595.479,0.0906836,6.04796
"495","3",2,1,33,"Atlantic_mackerel",173.413,0.05,195.797,-0.121403,6.02664
"496","3",2,1,34,"Atlantic_mackerel",132.294,0.05,132.429,-0.00102419,2.80844
"497","3",2,1,35,"Atlantic_mackerel",138.388,0.05,145.552,-0.0504735,3.36278
"498","3",2,1,36,"Atlantic_mackerel",2117.29,0.05,2143.34,-0.0122294,5.61101
"499","3",2,1,37,"Atlantic_mackerel",2184.96,0.05,2101.24,0.0390689,5.91784
"500","3",2,1,38,"Atlantic_mackerel",1061.55,0.05,1150.45,-0.0804176,6.18409
"501","3",2,1,39,"Atlantic_mackerel",1055.4,0.05,1033.63,0.0208467,4.9718
"502","3",2,1,40,"Atlantic_mackerel",1475.88,0.05,1528.34,-0.0349255,5.46417
"503","3",2,1,41,"Atlantic_mackerel",17791.4,0.05,15510.3,0.13721,11.475
"504","3",2,1,42,"Atlantic_mackerel",18836.4,0.05,16803.4,0.114209,10.3755
"505","4",1,1,1,"Atlantic_cod",17791.6,0.05,16664.4,0.065449,8.5664
"506","4",1,1,2,"Atlantic_cod",18836.4,0.05,16929.3,0.106747,10.0457
"507","4",1,1,3,"Atlantic_cod",22062.1,0.05,20537,0.0716347,8.95113
"508","4",1,1,4,"Atlantic_cod",19563,0.05,18921.1,0.033358,8.02715
"509","4",1,1,5,"Atlantic_cod",29134.2,0.05,28248,0.0308894,8.39371
"510","4",1,1,6,"Atlantic_cod",21516,0.05,20266.2,0.0598426,8.61599
"511","4",1,1,7,"Atlantic_cod",15013.1,0.05,14313.7,0.0477016,7.99497
"512","4",1,1,8,"Atlantic_cod",16960.1,0.05,13512.8,0.227224,17.988
"513","4",1,1,9,"Atlantic_cod",15005,0.05,13865.1,0.0790058,8.78773
"514","4",1,1,10,"Atlantic_cod",18171.6,0.05,17181.9,0.0560041,8.35811
"515","4",1,1,11,"Atlantic_cod",19922.5,0.05,16018.5,0.218104,17.3367
"516","4",1,1,12,"Atlantic_cod",16950,0.05,15104.8,0.115255,10.3179
"517","4",1,1,13,"Atlantic_cod",19148.1,0.05,14379.9,0.286373,24.1851
"518","4",1,1,14,"Atlantic_cod",16185,0.05,11692.7,0.325124,28.7561
"519","4",1,1,15,"Atlantic_cod",12772.7,0.05,8503.61,0.40682,40.4787
"520","4",1,1,16,"Atlantic_cod",7632.22,0.05,3794.99,0.698697,104.499
"521","4",1,1,17,"Atlantic_cod",6914.29,0.05,6033.78,0.136216,10.4755
"522","4",1,1,18,"Atlantic_cod",5138.91,0.05,4588.13,0.113369,9.03833
"523","4",1,1,19,"Atlantic_cod",4214.6,0.05,2651.18,0.463551,49.2455
"524","4",1,1,20,"Atlantic_cod",5046.52,0.05,4126.57,0.201253,14.5502
"525","4",1,1,21,"Atlantic_cod",4646.59,0.05,3924.55,0.168883,12.0714
"526","4",1,1,22,"Atlantic_cod",4982.17,0.05,4050.96,0.206912,14.9994
"527","4",1,1,23,"Atlantic_cod",4803.02,0.05,3676.96,0.26716,20.6751
"528","4",1,1,24,"Atlantic_cod",6150.3,0.05,4954.56,0.216192,15.9953
"529","4",1,1,25,"Atlantic_cod",5183.72,0.05,3413.35,0.417828,41.3925
"530","4",1,1,26,"Atlantic_cod",5392.23,0.05,4188.94,0.252511,19.2683
"531","4",1,1,27,"Atlantic_cod",2445.82,0.05,1863.7,0.271815,20.5021
"532","4",1,1,28,"Atlantic_cod",1898.81,0.05,1728.45,0.0940013,7.23944
"533","4",1,1,29,"Atlantic_cod",2382.83,0.05,2118.88,0.1174,8.45581
"534","4",1,1,30,"Atlantic_cod",3788.81,0.05,3594.96,0.0525173,6.71463
"535","4",1,1,31,"Atlantic_cod",4704.21,0.05,4373.45,0.0729054,7.44246
"536","4",1,1,32,"Atlantic_cod",3660.52,0.05,3464.26,0.0551071,6.73593
"537","4",1,1,33,"Atlantic_cod",2128.75,0.05,1950.19,0.0876067,7.12148
"538","4",1,1,34,"Atlantic_cod",1830.85,0.05,1469.88,0.219594,15.0801
"539","4",1,1,35,"Atlantic_cod",1247.3,0.05,1120.16,0.107515,7.36382
"540","4",1,1,36,"Atlantic_cod",692.296,0.05,687.267,0.00729072,4.47385
"541","4",1,1,37,"Atlantic_cod",1066.4,0.05,1096.95,-0.0282494,5.05485
"542","4",1,1,38,"Atlantic_cod",1011.65,0.05,1012.75,-0.00108611,4.84278
"543","4",1,1,39,"Atlantic_cod",910.109,0.05,933.425,-0.0252955,4.86474
"544","4",1,1,40,"Atlantic_cod",640.936,0.05,651.655,-0.0165853,4.44115
"545","4",1,1,41,"Atlantic_cod",591.083,0.05,452.355,0.267489,18.6152
"546","4",1,1,42,"Atlantic_cod",370.962,0.05,354.928,0.0441833,4.22974
"547","4",1,1,1,"Spiny_dogfish",5881.21,0.05,6295,-0.0679944,7.52737
"548","4",1,1,2,"Spiny_dogfish",4587.78,0.05,4845.11,-0.054572,6.94998
"549","4",1,1,3,"Spiny_dogfish",6821.85,0.05,6919.49,-0.014212,6.79149
"550","4",1,1,4,"Spiny_dogfish",6655.81,0.05,6785.68,-0.0193243,6.80114
"551","4",1,1,5,"Spiny_dogfish",8136.46,0.05,8233.17,-0.0118154,6.95524
"552","4",1,1,6,"Spiny_dogfish",8121.34,0.05,8038.75,0.0102215,6.94635
"553","4",1,1,7,"Spiny_dogfish",6061.66,0.05,5817.37,0.0411339,6.97134
"554","4",1,1,8,"Spiny_dogfish",5758.79,0.05,4473.49,0.252559,19.3389
"555","4",1,1,9,"Spiny_dogfish",6369.64,0.05,6102.69,0.0428145,7.04912
"556","4",1,1,10,"Spiny_dogfish",6848.68,0.05,6702.74,0.0215398,6.84781
"557","4",1,1,11,"Spiny_dogfish",7932.23,0.05,7224,0.0935255,8.6513
"558","4",1,1,12,"Spiny_dogfish",10224.5,0.05,8883.54,0.140589,11.1088
"559","4",1,1,13,"Spiny_dogfish",12244.3,0.05,8857.7,0.323775,28.3021
"560","4",1,1,14,"Spiny_dogfish",13697,0.05,10613.8,0.255021,20.4553
"561","4",1,1,15,"Spiny_dogfish",7699.79,0.05,4901.51,0.45165,47.6698
"562","4",1,1,16,"Spiny_dogfish",5666.12,0.05,4079.34,0.32857,28.1572
"563","4",1,1,17,"Spiny_dogfish",14390.6,0.05,12389.3,0.149742,11.9821
"564","4",1,1,18,"Spiny_dogfish",5141.25,0.05,3360.85,0.425103,42.6108
"565","4",1,1,19,"Spiny_dogfish",5947.4,0.05,3502.46,0.529488,62.6854
"566","4",1,1,20,"Spiny_dogfish",10489.8,0.05,8280.9,0.236453,18.3634
"567","4",1,1,21,"Spiny_dogfish",4854.35,0.05,3801.84,0.24439,18.3561
"568","4",1,1,22,"Spiny_dogfish",4801.91,0.05,4173.55,0.140248,10.3339
"569","4",1,1,23,"Spiny_dogfish",7720.72,0.05,6244.79,0.21216,15.8772
"570","4",1,1,24,"Spiny_dogfish",7524.67,0.05,5757.35,0.267709,21.1828
"571","4",1,1,25,"Spiny_dogfish",6109.81,0.05,4139.36,0.389353,36.9601
"572","4",1,1,26,"Spiny_dogfish",4996.76,0.05,4244.54,0.163156,11.7637
"573","4",1,1,27,"Spiny_dogfish",3380.96,0.05,2681.69,0.231712,16.7872
"574","4",1,1,28,"Spiny_dogfish",1891.71,0.05,1730.4,0.0891269,7.05716
"575","4",1,1,29,"Spiny_dogfish",5371.74,0.05,4906.01,0.0906899,8.15704
"576","4",1,1,30,"Spiny_dogfish",3400.14,0.05,3276.44,0.0370582,6.32944
"577","4",1,1,31,"Spiny_dogfish",2118.83,0.05,1985.7,0.0648893,6.42395
"578","4",1,1,32,"Spiny_dogfish",3902.11,0.05,3749.53,0.0398878,6.51069
"579","4",1,1,33,"Spiny_dogfish",2854.53,0.05,2532.3,0.119783,8.74945
"580","4",1,1,34,"Spiny_dogfish",3450.01,0.05,3101.63,0.10645,8.33567
"581","4",1,1,35,"Spiny_dogfish",3892.68,0.05,3358.24,0.147681,10.552
"582","4",1,1,36,"Spiny_dogfish",2997.23,0.05,2656.68,0.12061,8.838
"583","4",1,1,37,"Spiny_dogfish",5098.26,0.05,4654.97,0.0909636,8.11474
"584","4",1,1,38,"Spiny_dogfish",4632.32,0.05,4394.76,0.0526443,6.91831
"585","4",1,1,39,"Spiny_dogfish",5589.52,0.05,4804.53,0.151334,11.1322
"586","4",1,1,40,"Spiny_dogfish",4111.67,0.05,3062.16,0.294708,23.6153
"587","4",1,1,41,"Spiny_dogfish",3324.99,0.05,3213.66,0.0340552,6.26438
"588","4",1,1,42,"Spiny_dogfish",2254.8,0.05,1899.1,0.171681,11.5389
"589","4",2,1,1,"Atlantic_herring",1457.12,0.05,1469.77,-0.00864483,5.22237
"590","4",2,1,2,"Atlantic_herring",763.415,0.05,745.551,0.0236775,4.67313
"591","4",2,1,3,"Atlantic_herring",1364.72,0.05,1372.4,-0.00561265,5.14821
"592","4",2,1,4,"Atlantic_herring",866.226,0.05,851.581,0.0170514,4.7455
"593","4",2,1,5,"Atlantic_herring",1251.12,0.05,1248.04,0.00246026,5.05621
"594","4",2,1,6,"Atlantic_herring",1138.74,0.05,1123.01,0.0139051,4.99955
"595","4",2,1,7,"Atlantic_herring",738.014,0.05,758.869,-0.0278661,4.68247
"596","4",2,1,8,"Atlantic_herring",929.271,0.05,847.574,0.0920228,6.45125
"597","4",2,1,9,"Atlantic_herring",891.59,0.05,872.782,0.0213208,4.80713
"598","4",2,1,10,"Atlantic_herring",838.851,0.05,826.029,0.0154032,4.70269
"599","4",2,1,11,"Atlantic_herring",1068.26,0.05,1047.37,0.0197515,4.97502
"600","4",2,1,12,"Atlantic_herring",994.475,0.05,1006.49,-0.0120137,4.85429
"601","4",2,1,13,"Atlantic_herring",3250.64,0.05,3562.29,-0.0915516,7.68615
"602","4",2,1,14,"Atlantic_herring",1598.5,0.05,1457.02,0.0926687,7.01752
"603","4",2,1,15,"Atlantic_herring",1106.89,0.05,1202.96,-0.0832297,6.31795
"604","4",2,1,16,"Atlantic_herring",2312.14,0.05,1977.16,0.156509,10.5682
"605","4",2,1,17,"Atlantic_herring",2050.87,0.05,2155.72,-0.0498581,6.04639
"606","4",2,1,18,"Atlantic_herring",32.4036,0.05,31.9886,0.0128894,1.4347
"607","4",2,1,19,"Atlantic_herring",3175.95,0.05,2678.51,0.170345,11.79
