"","n_sim","survey","year","species","obs_value","cv","pred_value","res","nll"
"1","1",1,1,"Spiny_dogfish",237835,0.212721,140876,0.523696,14.781
"2","1",2,1,"Spiny_dogfish",217382,0.253632,129124,0.52088,13.9453
"3","1",1,2,"Spiny_dogfish",88890.9,0.222169,40678.1,0.78172,17
"4","1",2,2,"Spiny_dogfish",80120.1,0.187773,36928.8,0.774534,19.0448
"5","1",1,3,"Spiny_dogfish",47663.3,0.394113,22238.7,0.76233,12.6305
"6","1",2,3,"Spiny_dogfish",34283.4,0.423618,12542.9,1.0055,13.3194
"7","1",1,4,"Spiny_dogfish",72934.2,0.310035,54477.1,0.291776,11.388
"8","1",2,4,"Spiny_dogfish",42131.1,0.32707,21534.2,0.671143,12.5552
"9","1",1,5,"Spiny_dogfish",86003.6,0.378629,65210.7,0.276767,11.577
"10","1",2,5,"Spiny_dogfish",61360.9,0.391317,40220.2,0.422404,11.5878
"11","1",1,6,"Spiny_dogfish",75309.7,0.494428,53039.6,0.35057,11.6953
"12","1",2,6,"Spiny_dogfish",53569.9,0.376281,34243.8,0.44748,11.5374
"13","1",1,7,"Spiny_dogfish",47551.4,0.759062,25310.3,0.630598,11.7579
"14","1",2,7,"Spiny_dogfish",37810.7,0.665353,19598.3,0.657149,11.5396
"15","1",1,8,"Spiny_dogfish",13120,0.383151,2495.01,1.65985,18.8251
"16","1",2,8,"Spiny_dogfish",11094.5,0.433685,2094.49,1.66714,16.7864
"17","1",1,9,"Spiny_dogfish",17731.9,0.48935,11650.4,0.420022,10.3557
"18","1",2,9,"Spiny_dogfish",8612.68,0.392371,3050.7,1.03787,12.5427
"19","1",1,10,"Spiny_dogfish",24698,0.382452,14297.6,0.546626,11.0937
"20","1",2,10,"Spiny_dogfish",15703.1,0.333799,7448.9,0.745793,11.9793
"21","1",1,11,"Spiny_dogfish",15554.8,0.566793,5009.23,1.13309,12.0016
"22","1",2,11,"Spiny_dogfish",11063.4,0.868042,3076.19,1.27995,11.1759
"23","1",1,12,"Spiny_dogfish",15067.5,0.381519,6418.11,0.853417,12.0775
"24","1",2,12,"Spiny_dogfish",8292.92,0.445145,2198.5,1.32763,13.5803
"25","1",1,13,"Spiny_dogfish",10201.4,0.438381,2008.7,1.62503,16.1951
"26","1",2,13,"Spiny_dogfish",6324.31,0.947226,962.181,1.88295,11.5927
"27","1",1,14,"Spiny_dogfish",11258.9,0.482346,6423.78,0.561151,10.1955
"28","1",2,14,"Spiny_dogfish",5711.55,0.377076,1758.49,1.17804,13.474
"29","1",1,15,"Spiny_dogfish",7102.43,0.420835,3144.79,0.814691,10.7955
"30","1",2,15,"Spiny_dogfish",4709.1,0.614716,1801.73,0.960751,10.111
"31","1",1,16,"Spiny_dogfish",2298.72,0.515166,304.735,2.02067,15.6882
"32","1",2,16,"Spiny_dogfish",1436.3,0.704031,141.036,2.32081,13.2711
"33","1",1,17,"Spiny_dogfish",8551.44,0.559533,6268.69,0.310532,9.54614
"34","1",2,17,"Spiny_dogfish",3259.4,0.319774,1422.78,0.828927,11.2279
"35","1",1,18,"Spiny_dogfish",8471.51,0.479009,2852.76,1.08842,11.8089
"36","1",2,18,"Spiny_dogfish",5714.02,0.413519,1899.57,1.10129,12.233
"37","1",1,19,"Spiny_dogfish",5258.54,0.429419,606.673,2.15962,21.2875
"38","1",2,19,"Spiny_dogfish",3143.47,0.387616,263.231,2.48005,28.4929
"39","1",1,20,"Spiny_dogfish",7828.41,0.477074,1935.05,1.39763,13.4356
"40","1",2,20,"Spiny_dogfish",3631.85,0.315869,478.973,2.02585,28.5311
"41","1",1,21,"Spiny_dogfish",12995.4,0.410622,4403.04,1.0823,12.9748
"42","1",2,21,"Spiny_dogfish",7514.69,0.630051,1545.83,1.5813,12.5311
"43","1",1,22,"Spiny_dogfish",14150.8,0.294673,5252.92,0.990985,14.9095
"44","1",2,22,"Spiny_dogfish",9112.79,0.33547,2351.33,1.3547,17.0977
"45","1",1,23,"Spiny_dogfish",10815.5,0.477448,1619.66,1.89877,17.3763
"46","1",2,23,"Spiny_dogfish",6713.64,0.407626,776.507,2.15709,22.8352
"47","1",1,24,"Spiny_dogfish",10057.2,0.384569,2634.66,1.33953,15.2457
"48","1",2,24,"Spiny_dogfish",5875.96,0.430492,799.761,1.99431,19.4854
"49","1",1,25,"Spiny_dogfish",10083.6,0.333262,1326.69,2.02822,27.5583
"50","1",2,25,"Spiny_dogfish",6085.35,0.84396,582.92,2.34559,13.3251
"51","1",1,26,"Spiny_dogfish",6536.19,0.685474,1476.41,1.48774,11.6817
"52","1",2,26,"Spiny_dogfish",4366.82,0.429621,473.481,2.22168,21.8268
"53","1",1,27,"Spiny_dogfish",6919.75,0.286883,1228.13,1.72888,26.6714
"54","1",2,27,"Spiny_dogfish",4012.31,0.813437,488.275,2.10624,12.3619
"55","1",1,28,"Spiny_dogfish",8531.97,0.371822,2234.68,1.33972,15.4724
"56","1",2,28,"Spiny_dogfish",5519.86,0.533276,829.959,1.89473,15.2182
"57","1",1,29,"Spiny_dogfish",15654.8,0.592639,3185.04,1.59231,13.6638
"58","1",2,29,"Spiny_dogfish",7989.25,0.59034,1121.35,1.96356,14.9094
"59","1",1,30,"Spiny_dogfish",21495.8,0.374062,10630.5,0.70413,11.6829
"60","1",2,30,"Spiny_dogfish",14438.1,0.701775,3716.1,1.3572,12.0125
"61","1",1,31,"Spiny_dogfish",17416.8,0.3045,10529.9,0.503222,10.8606
"62","1",2,31,"Spiny_dogfish",13412.4,0.210829,7067.36,0.640696,13.4837
"63","1",1,32,"Spiny_dogfish",19366.1,0.233963,13009.4,0.397855,10.7835
"64","1",2,32,"Spiny_dogfish",11340.1,0.329779,5987.95,0.638598,11.0206
"65","1",1,33,"Spiny_dogfish",17542.2,0.270007,9418.55,0.62193,12.0348
"66","1",2,33,"Spiny_dogfish",13240.9,0.460125,6516.75,0.708936,10.8207
"67","1",1,34,"Spiny_dogfish",8528.44,0.350008,2971.5,1.05434,13.4574
"68","1",2,34,"Spiny_dogfish",6371.98,0.837656,1911.84,1.20384,10.5342
"69","1",1,35,"Spiny_dogfish",7473.52,0.342746,2641.65,1.03996,13.3705
"70","1",2,35,"Spiny_dogfish",4334.71,0.291987,1036.29,1.43101,20.0719
"71","1",1,36,"Spiny_dogfish",14855.2,0.261907,4566.65,1.17957,19.3274
"72","1",2,36,"Spiny_dogfish",8072.17,0.4254,1827.4,1.48553,15.1577
"73","1",1,37,"Spiny_dogfish",29924.5,0.417429,14891.7,0.697873,11.7493
"74","1",2,37,"Spiny_dogfish",16754.8,0.287703,5136.53,1.18231,17.8435
"75","1",1,38,"Spiny_dogfish",39678.1,0.441211,23570.7,0.520797,11.3859
"76","1",2,38,"Spiny_dogfish",26866.5,0.866972,12285.1,0.782493,11.3821
"77","1",1,39,"Spiny_dogfish",36635.4,0.495235,21873.7,0.515729,11.2672
"78","1",2,39,"Spiny_dogfish",25882,0.556663,13377.1,0.660003,11.1973
"79","1",1,40,"Spiny_dogfish",22879.6,0.237858,11281.4,0.707096,13.9395
"80","1",2,40,"Spiny_dogfish",18187.2,0.295404,8500.54,0.76059,12.8227
"81","1",1,41,"Spiny_dogfish",6544.18,0.327346,3286.21,0.688843,10.8026
"82","1",2,41,"Spiny_dogfish",5462.16,0.994031,2169.68,0.923264,9.94989
"83","1",1,42,"Spiny_dogfish",1483.88,0.368315,522.42,1.04394,11.2394
"84","1",2,42,"Spiny_dogfish",1035.44,0.461505,303.161,1.22832,10.6302
"85","1",1,1,"Atlantic_herring",3830.36,0.601376,2795.56,0.314926,8.79823
"86","1",2,1,"Atlantic_herring",3119.48,0.565197,3421.56,-0.0924315,8.40715
"87","1",2,2,"Atlantic_herring",1946.31,0.686052,2267.56,-0.15277,8.14062
"88","1",2,3,"Atlantic_herring",1084.07,0.378998,1387.32,-0.246653,7.14896
"89","1",1,4,"Atlantic_herring",791.465,1,846.676,-0.067432,7.5951
"90","1",2,4,"Atlantic_herring",623.521,0.459317,1010.95,-0.483267,7.12981
"91","1",1,5,"Atlantic_herring",238.031,0.611089,327.739,-0.319818,6.03578
"92","1",2,5,"Atlantic_herring",218.387,0.780616,421.001,-0.656368,6.41103
"93","1",1,6,"Atlantic_herring",180.776,0.702038,206.485,-0.132966,5.78037
"94","1",2,6,"Atlantic_herring",179.112,0.461791,270.007,-0.410437,5.72928
"95","1",1,7,"Atlantic_herring",158.746,0.94829,109.071,0.375309,6.01147
"96","1",2,7,"Atlantic_herring",152.009,0.685175,147.689,0.028825,5.56568
"97","1",1,8,"Atlantic_herring",99.3184,0.544381,82.5401,0.185047,4.96694
"98","1",2,8,"Atlantic_herring",102.988,0.424096,120.509,-0.15711,4.76438
"99","1",1,9,"Atlantic_herring",154.666,0.539313,194.046,-0.22683,5.43119
"100","1",2,9,"Atlantic_herring",165.522,0.454629,271.736,-0.495726,5.83425
"101","1",1,10,"Atlantic_herring",249.403,0.88095,358.666,-0.363325,6.3963
"102","1",2,10,"Atlantic_herring",237.794,0.419344,466.095,-0.672985,6.80905
"103","1",1,11,"Atlantic_herring",382.313,0.799988,457.261,-0.179015,6.66706
"104","1",2,11,"Atlantic_herring",417.702,0.839124,625.56,-0.403879,6.89414
"105","1",1,12,"Atlantic_herring",1059.95,0.774992,1049.84,0.00958901,7.63009
"106","1",2,12,"Atlantic_herring",1045.43,0.424722,1364.03,-0.266017,7.21094
"107","1",1,13,"Atlantic_herring",999.832,0.863215,434.028,0.834479,8.1467
"108","1",2,13,"Atlantic_herring",831.124,0.387073,548.323,0.415915,7.26987
"109","1",1,14,"Atlantic_herring",590.727,0.704084,285.681,0.726477,7.48174
"110","1",2,14,"Atlantic_herring",536.231,0.312793,377.509,0.35097,6.67079
"111","1",1,15,"Atlantic_herring",809.905,0.457459,423.877,0.647474,7.83542
"112","1",2,15,"Atlantic_herring",783.449,0.459652,585.436,0.291349,7.00624
"113","1",1,16,"Atlantic_herring",801.923,0.853197,643.813,0.219604,7.48031
"114","1",2,16,"Atlantic_herring",678.389,0.628929,821.77,-0.191739,7.02139
"115","1",1,17,"Atlantic_herring",70.1716,0.611168,15.1262,1.53452,7.82954
"116","1",2,17,"Atlantic_herring",54.4742,0.389596,18.1514,1.09898,7.95254
"117","1",1,18,"Atlantic_herring",227.298,0.416775,221.803,0.0244718,5.47172
"118","1",2,18,"Atlantic_herring",283.967,0.49518,328.194,-0.144745,5.90769
"119","1",1,19,"Atlantic_herring",823.586,0.690775,506.867,0.485419,7.50957
"120","1",2,19,"Atlantic_herring",886.23,0.34712,715.742,0.213657,6.83726
"121","1",1,20,"Atlantic_herring",1732.12,0.793751,1078.09,0.47415,8.32347
"122","1",2,20,"Atlantic_herring",1712.86,0.526947,1552.33,0.0984087,7.74164
"123","1",1,21,"Atlantic_herring",2156.52,0.339377,2012.76,0.0689881,7.5352
"124","1",2,21,"Atlantic_herring",2116.11,0.609999,2717.03,-0.24996,8.16593
"125","1",1,22,"Atlantic_herring",2070.7,0.601951,985.654,0.742335,8.80741
"126","1",2,22,"Atlantic_herring",1931.42,0.3893,1333.93,0.370128,7.99351
"127","1",1,23,"Atlantic_herring",2552.96,0.658556,1226.69,0.732931,8.96556
"128","1",2,23,"Atlantic_herring",2602.49,0.288585,1752.06,0.395675,8.48033
"129","1",1,24,"Atlantic_herring",3177.49,0.637453,1215.25,0.961142,9.66922
"130","1",2,24,"Atlantic_herring",2953.52,0.480513,1598.52,0.613919,8.99296
"131","1",1,25,"Atlantic_herring",2477.19,0.510473,978.672,0.928686,9.71626
"132","1",2,25,"Atlantic_herring",2102.69,0.338488,1351.38,0.442091,8.33956
"133","1",1,26,"Atlantic_herring",1071.71,0.548437,653.053,0.495356,7.70317
"134","1",2,26,"Atlantic_herring",1072,0.345955,915.894,0.157379,6.93825
"135","1",1,27,"Atlantic_herring",1155.35,0.492912,728.825,0.460722,7.7005
"136","1",2,27,"Atlantic_herring",1194.01,0.331642,1053.99,0.124731,6.97104
"137","1",1,28,"Atlantic_herring",1767.13,0.747597,1103.69,0.470698,8.30337
"138","1",2,28,"Atlantic_herring",1725.73,0.447854,1532.09,0.11902,7.60437
"139","1",1,29,"Atlantic_herring",1948.67,0.451616,1276.09,0.423347,8.13828
"140","1",2,29,"Atlantic_herring",1825.66,0.305276,1703.39,0.0693223,7.26788
"141","1",1,30,"Atlantic_herring",2023.7,0.79727,1273.28,0.463329,8.47392
"142","1",2,30,"Atlantic_herring",1861.09,0.605265,1687.84,0.0977122,7.9588
"143","1",1,31,"Atlantic_herring",2139.1,0.666773,1914.58,0.110886,8.1956
"144","1",2,31,"Atlantic_herring",2119.44,0.359836,2706.94,-0.24467,7.7869
"145","1",1,32,"Atlantic_herring",2277.08,0.967873,1630.59,0.333953,8.67646
"146","1",2,32,"Atlantic_herring",2188.79,0.422601,2153.9,0.0160695,7.74944
"147","1",1,33,"Atlantic_herring",2799.13,0.404694,1750.91,0.469174,8.6234
"148","1",2,33,"Atlantic_herring",2708.81,0.46582,2403.16,0.119727,8.09228
"149","1",1,34,"Atlantic_herring",3945.25,0.814873,2119.33,0.621411,9.28525
"150","1",2,34,"Atlantic_herring",3969,0.505954,2918.54,0.307431,8.7085
"151","1",1,35,"Atlantic_herring",5170.62,0.53322,2783.49,0.619285,9.5153
"152","1",2,35,"Atlantic_herring",4616.35,0.287404,3690.04,0.223967,8.41307
"153","1",1,36,"Atlantic_herring",3426.12,0.371954,2228.04,0.430307,8.73833
"154","1",2,36,"Atlantic_herring",3216.96,0.365561,3025.14,0.0614803,8.00295
"155","1",1,37,"Atlantic_herring",4218.09,0.791301,2528.48,0.511763,9.24113
"156","1",2,37,"Atlantic_herring",4181.68,0.487537,3489.13,0.181062,8.60798
"157","1",1,38,"Atlantic_herring",5394.35,0.633365,3310.87,0.488142,9.35234
"158","1",2,38,"Atlantic_herring",4876.67,0.644823,4315.82,0.122175,8.99033
"159","1",1,39,"Atlantic_herring",4393.24,0.827254,2342.77,0.628734,9.40594
"160","1",2,39,"Atlantic_herring",3675.35,0.354236,2880.87,0.243557,8.32692
"161","1",1,40,"Atlantic_herring",1843.77,0.900216,813.892,0.81774,8.74597
"162","1",2,40,"Atlantic_herring",1527.31,0.395846,1053.52,0.371375,7.76356
"163","1",1,41,"Atlantic_herring",577.838,0.957771,284.484,0.708617,7.50878
"164","1",2,41,"Atlantic_herring",507.05,0.496085,390.076,0.262268,6.58629
"165","1",1,42,"Atlantic_herring",334.309,0.558706,328.612,0.0171895,6.14935
"166","1",2,42,"Atlantic_herring",285.662,0.60466,423.709,-0.394239,6.28321
"167","1",1,1,"Atlantic_cod",100435,0.241799,125704,-0.224417,11.4473
"168","1",2,1,"Atlantic_cod",225427,0.250018,352485,-0.447011,13.4568
"169","1",1,2,"Atlantic_cod",48100.7,0.142636,50910.7,-0.0567763,9.83176
"170","1",2,2,"Atlantic_cod",108268,0.163647,142436,-0.274285,12.1059
"171","1",1,3,"Atlantic_cod",28786.6,0.225478,31338.6,-0.0849421,9.76803
"172","1",2,3,"Atlantic_cod",59478.7,0.192013,65496.6,-0.0963797,10.3881
"173","1",1,4,"Atlantic_cod",43565.8,0.32358,80330.4,-0.611876,12.2605
"174","1",2,4,"Atlantic_cod",77861.5,0.162432,141655,-0.598461,17.1514
"175","1",1,5,"Atlantic_cod",75177.1,0.320666,138862,-0.613633,12.8402
"176","1",2,5,"Atlantic_cod",160380,0.82239,362368,-0.815112,13.1999
"177","1",1,6,"Atlantic_cod",50856.8,0.452045,85099.6,-0.514809,11.6102
"178","1",2,6,"Atlantic_cod",113312,0.192409,236409,-0.735418,18.2132
"179","1",1,7,"Atlantic_cod",24206,0.282096,33288.2,-0.318605,10.3856
"180","1",2,7,"Atlantic_cod",55200.5,0.262098,95194.7,-0.544952,12.6602
"181","1",1,8,"Atlantic_cod",7583.9,0.41401,4259.71,0.576825,9.94145
"182","1",2,8,"Atlantic_cod",17568.2,0.189959,12405.6,0.347939,10.7093
"183","1",1,9,"Atlantic_cod",7501.32,0.406389,12162.6,-0.483285,9.64845
"184","1",2,9,"Atlantic_cod",10475,0.178404,10867.2,-0.0367527,8.47321
"185","1",1,10,"Atlantic_cod",19716.5,0.290993,26723.4,-0.304086,10.1197
"186","1",2,10,"Atlantic_cod",41471.9,0.156754,67239.1,-0.48324,14.4504
"187","1",1,11,"Atlantic_cod",11319.7,0.324615,8681.58,0.265345,9.46221
"188","1",2,11,"Atlantic_cod",25046.3,0.174349,23730.5,0.053968,9.34863
"189","1",1,12,"Atlantic_cod",6377.04,0.294781,6301.72,0.0118814,8.45869
"190","1",2,12,"Atlantic_cod",12024.5,0.195233,9160.97,0.271992,9.65053
"191","1",1,13,"Atlantic_cod",6090.99,0.440403,3417.74,0.577832,9.67418
"192","1",2,13,"Atlantic_cod",13024.2,0.185762,8757.98,0.396846,10.9921
"193","1",1,14,"Atlantic_cod",3960.96,0.372422,4219.61,-0.0632572,8.22988
"194","1",2,14,"Atlantic_cod",7232.57,0.151581,5240.74,0.322131,10.1768
"195","1",1,15,"Atlantic_cod",4111.65,0.341871,4357.52,-0.0580784,8.18163
"196","1",2,15,"Atlantic_cod",8764.35,0.233364,11135.6,-0.239452,9.06866
"197","1",1,16,"Atlantic_cod",1383.03,0.416897,360.295,1.34511,12.4811
"198","1",2,16,"Atlantic_cod",3069.57,0.283802,985.708,1.13593,15.699
"199","1",1,17,"Atlantic_cod",1131.77,0.500821,1707.59,-0.411299,7.5962
"200","1",2,17,"Atlantic_cod",1628.05,0.495024,1311.09,0.216528,7.70659
"201","1",1,18,"Atlantic_cod",2447.8,0.389853,2603.1,-0.0615147,7.79235
"202","1",2,18,"Atlantic_cod",5015.93,0.390989,6292.94,-0.22681,8.66849
"203","1",1,19,"Atlantic_cod",1448.38,0.293942,489.286,1.08525,13.7884
"204","1",2,19,"Atlantic_cod",3159.14,0.322404,1302.87,0.88573,11.6188
"205","1",1,20,"Atlantic_cod",1016.6,0.52551,609.287,0.511924,7.67425
"206","1",2,20,"Atlantic_cod",1661.53,0.218361,581.001,1.05074,18.3903
"207","1",1,21,"Atlantic_cod",2752.27,0.266434,2537.14,0.081387,7.56314
"208","1",2,21,"Atlantic_cod",4791.99,0.421116,3703.53,0.25766,8.71597
"209","1",1,22,"Atlantic_cod",4344.27,0.374831,3809.34,0.1314,8.37572
"210","1",2,22,"Atlantic_cod",9199.65,0.227391,9003.45,0.0215582,8.56927
"211","1",1,23,"Atlantic_cod",2322.58,0.352011,970.311,0.872817,10.6993
"212","1",2,23,"Atlantic_cod",5144.96,0.384269,2600.03,0.682495,10.0855
"213","1",1,24,"Atlantic_cod",1674.23,0.347259,1278.61,0.26958,7.58569
"214","1",2,24,"Atlantic_cod",2722.27,0.331292,1331.61,0.715072,10.0528
"215","1",1,25,"Atlantic_cod",2902.46,0.578697,1066.34,1.00133,9.84227
"216","1",2,25,"Atlantic_cod",6126.2,0.247394,2698.71,0.819801,13.7329
"217","1",1,26,"Atlantic_cod",1793.27,0.459728,888.36,0.702419,8.80085
"218","1",2,26,"Atlantic_cod",3588.12,0.394189,1143.33,1.14368,12.3823
"219","1",1,27,"Atlantic_cod",1680.8,0.539983,830.866,0.704557,8.58097
"220","1",2,27,"Atlantic_cod",3626.23,0.72949,2096.29,0.548025,9.08166
"221","1",1,28,"Atlantic_cod",1540.47,0.364309,1170.06,0.275034,7.534
"222","1",2,28,"Atlantic_cod",2733.3,0.278657,1616.83,0.525046,9.32954
"223","1",1,29,"Atlantic_cod",2501.22,0.562794,1294.82,0.658404,8.85295
"224","1",2,29,"Atlantic_cod",5307.35,0.316141,3273.95,0.483096,9.51177
"225","1",1,30,"Atlantic_cod",3442.7,0.420349,5303.54,-0.432119,8.72467
"226","1",2,30,"Atlantic_cod",5317.67,0.305117,5285.03,0.00615723,8.31087
"227","1",1,31,"Atlantic_cod",8073.26,0.403753,13709.3,-0.529517,9.8683
"228","1",2,31,"Atlantic_cod",17021.9,0.278332,34316.4,-0.701122,12.555
"229","1",1,32,"Atlantic_cod",5729.55,0.491331,9314.84,-0.485971,9.35084
"230","1",2,32,"Atlantic_cod",12683,0.329727,25356.9,-0.692789,11.4648
"231","1",1,33,"Atlantic_cod",2875.44,0.537081,4075.91,-0.348888,8.47228
"232","1",2,33,"Atlantic_cod",6526.35,0.330868,11483.8,-0.565085,10.0549
"233","1",1,34,"Atlantic_cod",1041.9,0.379031,896.166,0.150676,6.97662
"234","1",2,34,"Atlantic_cod",2400.86,0.278881,2568.95,-0.0676704,7.45499
"235","1",1,35,"Atlantic_cod",515.002,0.519511,466.537,0.0988335,6.52634
"236","1",2,35,"Atlantic_cod",966.608,0.273519,735.846,0.272772,6.99362
"237","1",1,36,"Atlantic_cod",921.491,0.556056,813.126,0.125107,7.18336
"238","1",2,36,"Atlantic_cod",1819.64,0.714062,1838.24,-0.01017,8.08865
"239","1",1,37,"Atlantic_cod",1408.88,0.588198,1798.54,-0.244181,7.72497
"240","1",2,37,"Atlantic_cod",2580.58,0.340315,2760.32,-0.0673343,7.7164
"241","1",1,38,"Atlantic_cod",2231.79,0.324588,3698.76,-0.505193,8.71551
"242","1",2,38,"Atlantic_cod",4759.22,0.3002,9207.83,-0.65997,10.6
"243","1",1,39,"Atlantic_cod",1501.83,0.501842,2684.8,-0.580922,8.2139
"244","1",2,39,"Atlantic_cod",3336.46,0.438397,7217.58,-0.771611,9.7559
"245","1",1,40,"Atlantic_cod",718.577,0.403101,1231.34,-0.538581,7.48022
"246","1",2,40,"Atlantic_cod",1633.27,0.410378,3435.31,-0.743524,9.06791
"247","1",1,41,"Atlantic_cod",230.735,0.478603,303.435,-0.2739,5.78708
"248","1",2,41,"Atlantic_cod",530.04,0.362129,851.559,-0.474116,7.0332
"249","1",1,42,"Atlantic_cod",64.5598,0.646635,58.7303,0.0946355,4.66127
"250","1",2,42,"Atlantic_cod",135.826,0.816171,117.409,0.145708,5.64311
"251","1",1,1,"Atlantic_mackerel",1157.68,0.499485,1446.84,-0.222959,7.37856
"252","1",1,2,"Atlantic_mackerel",782.496,0.358154,748.968,0.0437925,6.56211
"253","1",2,2,"Atlantic_mackerel",771.418,0.577111,503.596,0.426456,7.29047
"254","1",1,3,"Atlantic_mackerel",443.845,0.678339,378.926,0.158136,6.65348
"255","1",2,3,"Atlantic_mackerel",445.003,0.738122,256.979,0.549085,6.99006
"256","1",1,4,"Atlantic_mackerel",307.918,1,241.87,0.241435,6.67792
"257","1",2,4,"Atlantic_mackerel",346.821,0.520563,167.947,0.725158,7.08517
"258","1",1,5,"Atlantic_mackerel",231.637,0.693226,192.381,0.185693,6.03359
"259","1",2,5,"Atlantic_mackerel",310.356,1,145.206,0.759565,6.94513
"260","1",1,6,"Atlantic_mackerel",306.213,1,261.572,0.157574,6.65564
"261","1",2,6,"Atlantic_mackerel",395.517,0.484522,197.44,0.694762,7.2026
"262","1",1,7,"Atlantic_mackerel",337.507,0.912294,231.833,0.37557,6.73347
"263","1",1,8,"Atlantic_mackerel",193.351,0.655735,60.4671,1.16241,7.33264
"264","1",2,8,"Atlantic_mackerel",243.996,0.750382,42.7888,1.74088,8.82008
"265","1",1,9,"Atlantic_mackerel",229.801,0.67081,92.6648,0.908225,6.87344
"266","1",2,9,"Atlantic_mackerel",313.081,0.472731,76.5578,1.40842,10.3543
"267","1",1,10,"Atlantic_mackerel",427.701,0.631103,323.009,0.280744,6.61602
"268","1",2,10,"Atlantic_mackerel",520.198,0.91926,250.985,0.728818,7.40325
"269","1",1,11,"Atlantic_mackerel",394.178,0.496475,497.193,-0.232175,6.30487
"270","1",1,12,"Atlantic_mackerel",530.58,0.740683,638.272,-0.184793,6.92385
"271","1",2,12,"Atlantic_mackerel",604.849,1,437.853,0.323096,7.37611
"272","1",1,13,"Atlantic_mackerel",481.95,0.360862,264.135,0.601379,7.46614
"273","1",1,14,"Atlantic_mackerel",379.208,0.547901,152.155,0.913183,7.6443
"274","1",2,14,"Atlantic_mackerel",416.639,0.478874,108.436,1.34606,10.1654
"275","1",1,15,"Atlantic_mackerel",400.936,0.429608,119.234,1.21272,10.0521
"276","1",2,15,"Atlantic_mackerel",456.625,0.654714,84.0938,1.69193,9.95835
"277","1",1,16,"Atlantic_mackerel",509.478,0.691189,150.289,1.22082,8.34283
"278","1",2,16,"Atlantic_mackerel",636.081,0.861489,113.351,1.72484,9.22949
"279","1",1,17,"Atlantic_mackerel",212.761,0.426972,65.3054,1.18109,9.25403
"280","1",2,17,"Atlantic_mackerel",276.413,0.572182,51.0049,1.68997,10.3443
"281","1",1,18,"Atlantic_mackerel",349.937,0.505524,82.4632,1.4454,10.1821
"282","1",2,18,"Atlantic_mackerel",380.573,0.488493,59.6305,1.85351,13.3427
"283","1",1,19,"Atlantic_mackerel",251.175,0.644592,65.3968,1.34567,8.18507
"284","1",2,19,"Atlantic_mackerel",261.135,0.519257,46.6168,1.72308,11.3344
"285","1",1,20,"Atlantic_mackerel",145.504,0.899065,35.1894,1.41946,7.03908
"286","1",2,20,"Atlantic_mackerel",155.816,0.595696,25.453,1.81184,10.0751
"287","1",1,21,"Atlantic_mackerel",105.884,0.543827,43.7576,0.883677,6.29235
"288","1",2,21,"Atlantic_mackerel",136.703,0.466112,32.8647,1.42541,9.74939
"289","1",1,22,"Atlantic_mackerel",118.466,0.881746,43.4791,1.00234,6.21384
"290","1",2,22,"Atlantic_mackerel",153.751,0.568445,33.7613,1.51602,8.94574
"291","1",1,23,"Atlantic_mackerel",125.167,0.408105,40.8813,1.11898,8.61134
"292","1",2,23,"Atlantic_mackerel",132.865,0.357346,29.6503,1.49986,13.5876
"293","1",1,24,"Atlantic_mackerel",87.4602,0.926083,35.6564,0.897255,5.78269
"294","1",2,24,"Atlantic_mackerel",105,0.539541,25.2678,1.42443,8.44084
"295","1",1,25,"Atlantic_mackerel",99.9826,0.648664,29.2703,1.22842,6.88429
"296","1",2,25,"Atlantic_mackerel",135.635,0.576168,22.9431,1.77695,10.0333
"297","1",1,26,"Atlantic_mackerel",98.148,0.695928,36.0452,1.0017,6.17881
"298","1",2,26,"Atlantic_mackerel",132.629,0.54953,28.4324,1.54003,9.13464
"299","1",1,27,"Atlantic_mackerel",89.6168,0.708713,33.4303,0.986081,6.03813
"300","1",2,27,"Atlantic_mackerel",112.253,0.49627,25.6196,1.4774,9.37035
"301","1",1,28,"Atlantic_mackerel",115.578,0.489544,39.8688,1.06435,7.31813
"302","1",1,29,"Atlantic_mackerel",156.123,0.703511,66.6723,0.850855,6.34928
"303","1",2,29,"Atlantic_mackerel",215.27,0.875017,53.0013,1.40158,7.44015
"304","1",1,30,"Atlantic_mackerel",259.368,0.63166,130.578,0.686276,6.60798
"305","1",2,30,"Atlantic_mackerel",315.335,0.908152,99.5253,1.15322,7.3825
"306","1",1,31,"Atlantic_mackerel",230.131,0.62657,138.535,0.507531,6.21816
"307","1",2,31,"Atlantic_mackerel",242.249,0.712466,98.3538,0.901394,6.87022
"308","1",1,32,"Atlantic_mackerel",105.978,0.661896,83.8768,0.233879,5.23195
"309","1",2,32,"Atlantic_mackerel",106.413,0.860129,57.8494,0.609484,5.68665
"310","1",1,33,"Atlantic_mackerel",45.2484,0.783156,36.3659,0.218536,4.52562
"311","1",2,33,"Atlantic_mackerel",45.7527,0.59839,24.8336,0.611052,4.75006
"312","1",1,34,"Atlantic_mackerel",23.243,0.542775,14.2665,0.488094,3.85821
"313","1",2,34,"Atlantic_mackerel",27.932,0.743173,9.96592,1.0306,4.91343
"314","1",1,35,"Atlantic_mackerel",51.8468,0.870542,11.7431,1.48503,6.18358
"315","1",2,35,"Atlantic_mackerel",82.0862,0.446479,8.79273,2.23384,17.0366
"316","1",1,36,"Atlantic_mackerel",119.252,0.492194,40.7043,1.0749,7.376
