# This file was created using create_datpin_files.R function write_tsDatFile
      #and used all inputs from csv files found in folder:
      #hydradata/data-raw
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  1680
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 1 1 10935584.3456778 0.1 326450999.924552
  1 2 1 9581590.79499956 0.1 1335090000.10779
  1 3 1 10305403.8844592 0.1 1932699999.93339
  1 4 1 10493932.0007828 0.1 2307180000.0468
  1 5 1 12148422.5456193 0.1 2430559999.98349
  1 6 1 12945530.4954711 0.1 2338810000.02552
  1 7 1 9884336.70030056 0.1 5275669999.83816
  1 8 1 11881663.915474 0.1 7190660000.16344
  1 9 1 13937920.0385732 0.1 8010589999.99806
  1 10 1 11195684.722403 0.1 7973770000.0287
  1 11 1 10780461.0540884 0.1 7785449999.95975
  1 12 1 10638032.7679092 0.1 8879089999.98298
  1 13 1 11609745.7177059 0.1 9721119999.98163
  1 14 1 10321146.2460228 0.1 10554500000.0018
  1 15 1 9363716.54422844 0.1 10627800000.0242
  1 16 1 8094543.319771 0.1 10400300000.133
  1 17 1 6067053.76014905 0.1 9508959999.90548
  1 18 1 4359768.02705721 0.1 9102499999.89893
  1 19 1 3937296.76825908 0.1 8180580000.00335
  1 20 1 2698717.65629349 0.1 7058280000.1517
  1 21 1 3483814.1826309 0.1 6398829999.88391
  1 22 1 2779549.44898506 0.1 5722120000.01387
  1 23 1 2582234.91212965 0.1 4999769999.98117
  1 24 1 2516204.32614171 0.1 4263560000.18638
  1 25 1 2907814.13056789 0.1 3599370000.13799
  1 26 1 2615703.04084944 0.1 3307419999.94903
  1 27 1 2581694.84269189 0.1 2985740000.09842
  1 28 1 2809954.88187257 0.1 2660549999.94356
  1 29 1 3232969.2485303 0.1 2312559999.97882
  1 30 1 2740510.15782462 0.1 1966989999.91173
  1 31 1 3553906.79941656 0.1 1863810000.12071
  1 32 1 2522631.29241553 0.1 2149960000.15673
  1 33 1 2894492.3726293 0.1 33499600000.0384
  1 34 1 3311947.38280741 0.1 55150000000.0056
  1 35 1 3139252.14721416 0.1 73179600000.1481
