# This file was created using create_datpin_files.R function write_tsDatFile
      #and used all inputs from csv files found in folder:
      #hydradata/data-raw
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  329
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 1 4 237834.962030799 0.212720515437525
  2 1 4 217381.192818032 0.25363203301826
  1 2 4 88890.6038329307 0.222168779300385
  2 2 4 80120.1091127105 0.187773345626693
  1 3 4 47662.5845434484 0.394113240257454
  2 3 4 34283.5649957834 0.423618201694685
  1 4 4 72934.5557614708 0.310035034727007
  2 4 4 42131.4448605439 0.327069686277164
  1 5 4 86003.1513155231 0.378629084128514
  2 5 4 61361.1188009987 0.391316523019912
  1 6 4 75307.5914086997 0.494427832556011
  2 6 4 53569.8130612372 0.376280830351703
  1 7 4 47550.4472887329 0.759062286891916
  2 7 4 37812.328576722 0.665352569827422
  1 8 4 13119.5402010336 0.383150869515862
  2 8 4 11094.6676459119 0.433685089735353
  1 9 4 17733.1566658655 0.48934963094834
  2 9 4 8611.95645073567 0.392371299771634
  1 10 4 24698.4442114191 0.382452035825211
  2 10 4 15703.5424910093 0.333798529002863
  1 11 4 15552.636835848 0.566792532611316
  2 11 4 11064.0377099851 0.868042030585988
  1 12 4 15068.1271018341 0.381518572031255
  2 12 4 8293.02900970107 0.445144789260538
  1 13 4 10201.5787865574 0.438380584739347
  2 13 4 6323.5029467236 0.947226139495183
  1 14 4 11259.8333051779 0.482345652338289
  2 14 4 5711.45522975919 0.377075764230608
  1 15 4 7102.80022397189 0.420835086749712
  2 15 4 4709.72420338703 0.614716212748607
  1 16 4 2297.84407099815 0.515165860253858
  2 16 4 1435.5466048052 0.704031323768783
  1 17 4 8552.30917315584 0.559532625975744
  2 17 4 3259.58740343124 0.319774204956139
  1 18 4 8473.33419794546 0.479008946214672
  2 18 4 5714.43699984987 0.41351869139049
  1 19 4 5258.69648860305 0.429419179801904
  2 19 4 3143.53500318922 0.387615780132326
  1 20 4 7827.28240382036 0.477074256852948
  2 20 4 3631.5008505213 0.315868813200741
  1 21 4 12995.2831948811 0.410621521476155
  2 21 4 7514.03105080423 0.630050999524052
  1 22 4 14151.0710617496 0.294672690077384
  2 22 4 9112.52324275682 0.335469505128288
  1 23 4 10816.4755566876 0.477447511398437
  2 23 4 6712.43224362393 0.407625761955908
  1 24 4 10057.9335489588 0.384568504019134
  2 24 4 5876.50262755556 0.43049173366256
  1 25 4 10083.2102512172 0.333261603198005
  2 25 4 6085.16351825928 0.843960441627036
  1 26 4 6534.33226957328 0.685474246042822
  2 26 4 4367.77318293658 0.429620783824035
  1 27 4 6919.810590665 0.286882992344226
  2 27 4 4012.71552598397 0.81343687860715
  1 28 4 8532.21709046962 0.371822434434906
  2 28 4 5519.53345511919 0.53327636373572
  1 29 4 15655.7844302037 0.592639130460935
  2 29 4 7989.66114261445 0.590339711107796
  1 30 4 21495.885320287 0.374062101432949
  2 30 4 14437.5722452082 0.701775131617819
  1 31 4 17416.8842310434 0.304499664309564
  2 31 4 13412.3318303859 0.210828956182955
  1 32 4 19366.7199739846 0.233962995093855
  2 32 4 11339.9042474859 0.329779252894958
  1 33 4 17542.5151516152 0.270006842918168
  2 33 4 13241.022162548 0.460124990024536
  1 34 4 8528.024107267 0.350007507053818
  2 34 4 6373.16370084863 0.837656243552001
  1 35 4 7473.88183065629 0.34274593698132
  2 35 4 4334.52033276887 0.291986952078346
  1 36 4 14855.5587211589 0.261906583866089
  2 36 4 8072.58665662802 0.425399553458769
